Label	Text
objective	his best friend , nick , tries his best to help charlie out . 
objective	april burns ( holmes ) invites her family to thanksgiving dinner at her teeny apartment on new york 's lower east side . 
objective	now that the tong and their drug cartel know who he is they will stop at nothing to kill robert to protect their own corrupt interests . 
objective	in this darkly comic short film , a daughter and her elderly dying mother are arguing over a dress . 
objective	we find elvis ( bruce campbell ) as an elderly resident in an east texas rest home , who switched identities with an elvis impersonator years before his `` death `` , then missed his chance to switch back . 
objective	but when charlie sees mallory with her new boyfriend , curtis , charlie realizes he 's been replaced . 
subjective	like the best of godard 's movies . . . it is visually ravishing , penetrating , impenetrable . 
objective	reluctantly , busy katherine allows patricia to audition and , at once , recognizes her incredible talent . 
subjective	if you 're part of her targeted audience , you 'll cheer . otherwise , maybe . 
subjective	nair does n't use [ monsoon wedding ] to lament the loss of culture . instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . 
objective	but there are some surprises on the way . . . 
subjective	the movie has an avalanche of eye-popping visual effects . 
subjective	nights feels more like a quickie tv special than a feature film . . . it 's not even a tv special you 'd bother watching past the second commercial break . 
subjective	a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed . 
subjective	life or something like it has its share of high points , but it misses too many opportunities . 
subjective	birthday girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency . 
objective	rosetta projects seduction scenes from movie clips onto ruby , which absorbs as she sleeps . 
subjective	[ breheny 's ] lensing of the new zealand and cook island locations captures both the beauty of the land and the people . 
subjective	nearly surreal , dabbling in french , this is no simple movie , and you 'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme . 
objective	during world war ii and the era of staunch racial segregation , a black carpenter 's son named vivien thomas , who had a talent for surgery , along with a white surgeon named dr . alfred blalock , who defied the medical establishment created a partnership that changed the course of cardiac surgery . 
objective	amerika and zed are upset that kyle is spending more time with trasha than with them . 
subjective	enough is not a bad movie , just mediocre . the performances are so overstated , the effect comes off as self-parody . 
subjective	recoing 's fantastic performance does n't exactly reveal what makes vincent tick , but perhaps any definitive explanation for it would have felt like a cheat . 
subjective	adroit but finally a trifle flat , mad love does n't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some . 
objective	he has just graduated college , he has a beautiful girlfriend , jane , and a publisher has picked up his first novel . 
subjective	by the miserable standards to which the slasher genre has sunk , . . . actually pretty good . of course , by more objective measurements it 's still quite bad . 
subjective	anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film . 
objective	it is a journey that will take both carol and charlie to the edge of reality . 
objective	aliens appear at the un and invite earth to join the galactic federation , there is a catch though , earth has one year to send a team of it 's best fighters to represent the palnet in an unarmed combat tournament . 
subjective	the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . 
subjective	belongs in the too-hot-for-tv direct-to-video/dvd category , and this is why i have given it a one-star rating . 
objective	in this trip they find really nice people that will help them to finish their mision . 
objective	they fight with glass plates , staple guns , light bulbs , fire and other homemade weapons . 
objective	reapers , a new breed of vampire that feed off humans and vampires , emerge with plans for world domination and blade must team with the bloodpack , an elite team of vampire warriors specifically trained to hunt him , in order to defeat this new menace . 
subjective	was it too much to ask to have one tank blow up one dragon ? what the hell ? ! 
objective	when bernie falls for a gorgeous cocktail waitress ( maria bello ) his bad luck is thrown into reverse . 
objective	this gives the girls a fair chance of pulling the wool over their eyes using their sexiness to poach any last vestige of common sense the dons might have had . 
objective	the only way to be victorious is one must destroy the other . 
objective	before the investigation ends , we 've met boyfriends , a drug dealer , alicia 's mom , hadley 's dad , nurses , doctors , and an orderly . 
subjective	you can tell almost immediately that welcome to collinwood is n't going to jell . 
subjective	flounders due to the general sense that no two people working on the production had exactly the same thing in mind . 
objective	in a coastal north carolinian small town in the mid 1990 's , a boy from the popular but troubled undirected group of students gets busted , and for punishment , you guessed it , has to do community service activities which include the high school 's spring play . 
objective	figuring it will be a good way to make money fellow convict emmanuel 'mendy ' ripstein ( peter falk ) sets up a prison boxing match between the two men to decide who is the real undisputed champ . 
subjective	pray 's film works well and will appeal even to those who are n't too familiar with turntablism . 
objective	after the murder of his beloved wife , danny parker ( val kilmer ) is set adrift in a world where nothing is as it seems . 
subjective	expect the same-old , lame-old slasher nonsense , just with different scenery . 
subjective	if you like quirky , odd movies and/or the ironic , here 's a fun one . 
subjective	the two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie . 
subjective	brings awareness to an issue often overlooked -- women 's depression . 
objective	once there , she makes friends with bombastic bobbie markowe . 
objective	meanwhile , chris 's radio horoscopes seem oddly personal , and the street musicians outside uwe 's restaurant keep getting more numerous . 
objective	perceiving his resignation as cowardice , his friends and fiancee give him four white feathers , the symbol of cowardice , but little do they know he 's actually going undercover and plans to redeem his honor . 
objective	they team up and live their lives in the fast lane on the run . 
subjective	although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch . 
subjective	check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on . the movie does has some entertainment value - how much depends on how well you like chris rock . 
objective	lilli black , battling her painful memories and the secrets surrounding her dying father , collides into the complicated and obsessive life of morrison wiley on the streets of new york city . 
subjective	in all , this is a watchable movie that 's not quite the memorable experience it might have been . 
objective	but when fred is fired , the well runs dry , and our heroes come up with a new plan : make their own `` adult `` film . 
subjective	what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point . 
subjective	a baffling misfire , and possibly the weakest movie [ woody allen ] has made in the last twenty years . 
subjective	brilliantly captures the brightness of the light , the intensity of the colors and the omnipresence of mexican motifs that informed kahlo 's art . 
subjective	what a concept , what an idea , what a thrill ride . this is a more fascinating look at the future than `` bladerunner `` and one of the most high-concept sci fi adventures attempted for the screen . 
objective	for the next 2 1/2 years , these outrageous drag performers created 20 shows with titles like `` a crab on uranus means you 're loved `` and `` tinsel tarts in a hot coma , `` and were featured in four underground films . 
subjective	fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees . 
objective	awara paagal deewana is an action comedy , which revolves around a dentist who accidentally gets trapped into underworld and goes in for a roller coaster ride . 
objective	hamilton high is no place for a teacher who cares . 
objective	scott was on his way to work shooting a documentary in midtown manhattan on september 11th . 
subjective	this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it ca n't get any more gay , in pops nathan lane . 
subjective	the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . 
subjective	even if it ultimately disappoints , the picture does have about a matinee admission 's worth of funny to keep it afloat . 
subjective	a well-made and often lovely depiction of the mysteries of friendship . 
objective	in the end , we go back to a bedroom , one we saw in the very first scene and realize that this story was actually being told by lucy to jess , the lawyer she 's been seeing , two weeks before lucy is scheduled to leave for the writing fellowship . 
subjective	this will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things . 
subjective	smart and fun , but far more witty than it is wise . 
objective	amanda is faced with making right decisions amidst trying circumstances . 
subjective	a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . 
objective	everybody , especially the police captain , refuses to believe nick 's story , and soon the harbor will be filled with boats for the 4th of july celebrations . . . 
objective	the women clash as plans go awry , tragedy strikes , and hearts get broken . 
subjective	it 's like a `` big chill `` reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists . 
objective	as he tries to re-discover the family that he abandoned long ago , he is forced to confront the anxieties in his memories - the family he betrayed and abandoned at the expense of his own happiness . 
subjective	the emperor 's club is one of those films that possesses all the good intentions in the world , but . . . 
objective	while it has n't always been smooth sailing , they 've ridden out the rough spots with humor , passion , and wisdom , redefining and reinventing their own version of `` family values . `` 
objective	and a good portion of them were caught on film . 
objective	`` ox `` anderson , much greener , is also getting the same new task : protect the navajo codetalkers ( ben yahzee and charles whitehorse , respectively ) . 
objective	she finds out that the truth about both her parents is very revealing , shocking at times , but comes to terms with her past . 
objective	instead of being the happy father-in-law , shocked jack attempts to kill himself back in las vegas as he realizes patricia 's rejection . 
objective	in india , with ben 's help , the couple intends to retrieve their ailing sick daughter , who is stuck in a buddhist monastery in a far off and remote village . 
objective	the all night quirky journey and encounters with memorable characters , ultimately provides them with the key to the lives they 've been meaning to live come daybreak . 
subjective	solaris `` is a shapeless inconsequential move relying on the viewer to do most of the work . 
subjective	the last kiss , a crowd-pleaser in the deepest sense , mixes heartbreak and happiness together until you do n't even want to see them apart . 
objective	while conquering the drug world , kilo falls in love with a local latina girl who quickly becomes pregnant . 
objective	the men are reasonably challenged with the the bizzare situation . 
objective	it is a bitter story about a middle-aged man , who hates his life and other people , including himself . 
subjective	a composition of gestures stripped of romance and presented in their barest forms . 
subjective	what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . 
subjective	in its combination of religion , love story and exotic locales , `` heaven `` is a bit reminiscent of james michener 's `` hawaii , `` although this is a somewhat simpler , more personal tale . 
subjective	the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt . 
subjective	the emotional overload of female angst irreparably drags the film down . 
objective	but peter is reclusive and awkward when he does n't have his camera in between himself and his subjects . 
subjective	i found the ring moderately absorbing , largely for its elegantly colorful look and sound . 
subjective	it shows us a slice of life that 's very different from our own and yet instantly recognizable . 
subjective	looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights . 
subjective	sound the trumpets : for the first time since desperately seeking susan , madonna does n't suck as an actress . 
subjective	seagal , who looks more like danny aiello these days , mumbles his way through the movie . 
objective	set in san francisco , this is the story of a mysterious immortal tibetan kung fu master ( yun-fat ) , who has spent the last 60 years traveling around the world protecting an ancient scroll , who is now mentoring a street kid ( scott ) in the wonders of his ancient ways . . . 
objective	there is a secret test hidden with in the sat . 
objective	black picket fence is director 's sergio goes ' poignant portrait of the bleak realities of life in the public housing projects of brooklyn 's east new york , one of the inner city 's most dangerous and violent neighborhoods . 
subjective	blue crush follows the formula , but throws in too many conflicts to keep the story compelling . 
subjective	it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 . 
objective	the guy really wants this girl named christina who has a similar number so samantha decides she 'd better track this chick down before the guy does . 
subjective	'christian bale 's quinn [ is ] a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . ' 
objective	his songs were once well thought of , but the music business clearly has changed . 
objective	she 's at a dead end , married to edgar ( henry thomas ) , a petty thief who had his shot and missed long ago , but is too dense to realize it . 
objective	however , once jason realizes what freddy has done , he is infuriated . 
subjective	if this movie belonged to a sorority , it would be called beta alpha delta . 
subjective	the chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film . 
subjective	its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up . 
objective	with a stolen police cruiser ( the red one ) , the destructive being races towards a little and already doomed planet : earth . 
subjective	if the film had been in less-capable hands , the subject matter could have easily lent itself to eye-rolling ridicule , but huppert and haneke manage to keep the credibility intact , at least up to a point . 
objective	after selling the shop to a local loan shark , calvin slowly begins to see his father 's vision and legacy and struggles with the notion that he just sold it out . 
objective	when her husband 's younger brother turns twenty-one and is released from juvenile prison , where he served five years for murder , renee 's cozy life begins to change . 
objective	the story takes place in vermont , against the backdrop of the state capitol , where civil union laws are being debated along with gun control and dwi 's . 
subjective	a chick flick of the first order , disguised by just enough historical detail to elevate the proceedings somewhat . 
subjective	ki-duk kim has created a provocatively violent and sexual film with an oddly idyllic sensibility . it 's a mysterious but ultimately rewarding experience . 
subjective	[ kidd ] can write dialogue , work skillfully with actors , and he has a pretty good handle on urban loneliness of the knowing , virulent new york city variety . 
objective	the story takes place in rural vermont , against the backdrop of the state capitol , where civil union laws are being debated along with gun control and dwis . 
subjective	gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up . 
objective	for years he has been happy here , content and prolific , but now he is at odds with his work and is unable to paint . 
subjective	it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one . 
objective	making matters worse , vince is having trouble discerning reality from memory . 
subjective	the tuxedo was n't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad ' . 
subjective	if [ jaglom 's ] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing . 
objective	setting accounts with shaman - a big criminal boss , who ordered the evidence planted and also with his former colleagues was not a part of korenev 's agenda . 
objective	chance is a black comedy about how hard it is to find `` the one `` . 
objective	having arrived at hole in the wall they meet a mysterious stranger and all hell breaks loose . . . 
objective	as in his previous films , this kurdish director is again focusing on the oppression of his people . 
objective	the result of a weekend affair he had back at the height of his fame produced olivia , a newpaper delivery girl for the south wales echo . 
subjective	a generation x artifact , capturing a brief era of insanity in the sports arena that surely can not last . 
objective	enter nick , charlie 's best friend , who does his best to help the only way he knows how : distracting charlie with parties and girls . 
objective	alice is a cleaning lady at the nearby hospital and she sells the books that the patients leave behind . 
objective	henrik , the young cook , is hopelessly in love with enchanting elena , but lacks the courage to dance with her . 
subjective	my little eye is the best little `` horror `` movie i 've seen in years . 
objective	it is unclear on how he contracted the virus . 
subjective	broomfield seems to uncover a massive scoop here , revealing the multitude of people involved and the possible motivations behind the killings of his titular subjects . 
objective	detective mi yun ( played by yum jung-ah ) , and her newly appointed partner , detective kang ( played by ji jin-hee ) , are assigned to the case . 
subjective	what makes blade 2 marginally better than blade , especially if you thought the first was a hollow spectacle ? it has a plot . 
subjective	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . 
subjective	a grimly competent and stolid and earnest military courtroom drama . 
objective	their only resources , tenacity , determination , ingenuity and each other . 
objective	he is the captain of a dysfunctional bowling team , he is a momma 's boy , but more importantly , he loves aida . 
subjective	as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers . 
objective	from her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with leon trotsky , to her provocative and romantic entanglements with women , frida kahlo lived a bold and uncompromising life as a political , artistic , and sexual revolutionary . 
subjective	compared to sorority boys . . . this is high comedic art . 
objective	in the mean time , budcasso invites his spirit-fighting ex-wife mrs . bud lung ( troublesome night regular lan law ) to the wedding . 
objective	one monday a pretty girl gets on the bus and sits in front of him . 
subjective	kung pow is oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that . 
subjective	. . . once the true impact of the day unfolds , the power of this movie is undeniable . 
subjective	all the actors are good in pauline & paulette but van der groen , described as 'belgium 's national treasure , ' is especially terrific as pauline . 
subjective	the tonal shifts are jolting , and though wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive . 
subjective	it will take a strong stomach for the ordinary viewer to maintain an appetite for pinochet apologetics after this litany of suffering . 
subjective	it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times . 
objective	and suddenly , she spots her beloved , wandering over sand dunes and brings the exhausted patricia to his oasis called 'shangri-la ' . . . 
objective	drugs are out because they tried that before and some of the po'boys spent a little time behind bars . 
objective	some will fall in love , one will change his life , another will be out for whatever and whomever she can get . 
objective	this fairy tale beginning freefalls from happy to disastrous as the newlyweds are besieged by emotionally challenged children , a savagily jealous ex-wife and a drunken dad . 
subjective	is there enough material to merit a documentary on the making of wilco 's last album ? 
subjective	i walked away not really know who `` they `` were , what `` they `` looked like . why `` they `` were here and what `` they `` wanted and quite honestly , i did n't care . 
subjective	the film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes wilco a big deal . 
objective	ricky is an ex-con with two strikes against him and is desperately trying to stay straight . 
subjective	if you have n't seen the film lately , you may be surprised at the variety of tones in spielberg 's work . much of it is funny , but there are also some startling , surrealistic moments . . . 
subjective	it 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison . 
subjective	a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem . 
objective	forced to move back to his old job at a pizza parlor and into a rundown tenement where a number of oddballs wander the hall including a lonely middle aged woman ( mary coleston ) who makes spam casseroles for all the bachelors , a daffy prostitute ( krystina carson ) , and a spanish don juan ( manual cabra ) who wanders the halls in his bathrobe . 
objective	five hundred years before columbus ( 996 a . d . ) , a young norwegian viking with the heart of a lion and the soul of a poet discovers america while on a quest to bring his loved one to 'the top of the world ' . 
objective	jimmy tong ( chan ) is just a lowly chauffeur for millionaire clark devlin ( isaacs ) , until devlin has an accident that puts him in the hospital . 
objective	in a fantasy life she lives through her sketchbook , laura 's world is exotic , bright and enchanting . 
objective	she 's willing to put him through just about anything to `` cure `` him of t . s . , with pills , counseling , electro-shock therapy , etc . mom 's also concerned about finn 's future - who will care for him ? 
objective	billy marries his high school sweet heart , janet and they soon have a son . 
subjective	an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , miss congeniality . 
subjective	though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention . 
subjective	if . . . you 're the adventurous sort , check it out . 
subjective	nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . 
subjective	watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it . 
objective	to do so , he decides to ape her behaviors , right down to wearing her fur coat to bed . 
objective	they came to pray , but instead they end up in the middle of an unpleasant religious argument as they suddenly get interrupted by a mystical appearance : is it god ? 
objective	on this morning , johnny wakes to his mother 's accusations that he has botched a simple scam , leaving them without enough money to payoff their inside man . 
objective	documentary-style drama showing the events that lead up to the tragic incident on january 30 , 1972 in the northern ireland town of derry when a protest march led by civil rights activist ivan cooper was fired upon by british troops , killing 13 protesters and wounding 14 more . 
objective	they come to get afang & # 38 ; xiang , because they were once involved in a war , and they have to testifie . 
subjective	its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work . 
objective	in a surrealistic approach typical of the director , a clumsy cat and an intelligent monkey are also present in the film . 
objective	this curious figure gives nicholas the impression he is pressing his young son closer to the girls in his life and away from bobby . 
subjective	so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly . 
objective	in steps reese , a sweet , charming co-worker smitten with kali . 
objective	hosts of hooded penitents parade through the ancient , narrow streets of the old town in time-honoured ritual . 
objective	when crystal 's infidelities become overwhelming , kali kicks her out . 
objective	working in secret , the progressive group organised the 1959 theatre boycott to end segregation in movie theatres in hamilton . 
objective	this time nick is `` getting out ! `` . . . or 
objective	one thursday evening , their disagreements reach a fever pitch - anna is incensed that her mother does n't support her musical aspirations and tess , a widow about to remarry , ca n't see why anna wo n't give her fiance ( mark harmon ) a break . 
objective	after many years of sleeping in his coffin , the vampire lestat awakens only to find that the world has changed and he wants to be a part of it . 
subjective	an impressively coordinated enterprise that lasts three hours , manages a large cast , and covers a period of 30-odd years while successfully unfolding as a series of scenes from the life of a single character . 
subjective	highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager . 
objective	later , one of the wives is found dead in the hot tub , setting off a series of events that reveal their inner beliefs . 
objective	steve and eric are average guys living average lives with their average wives in the small suburban town of freehold , new jersey . 
subjective	i ca n't say this enough : this movie is about an adult male dressed in pink jammies . 
objective	the film 's fly-on-the-wall technique succeeds in capturing the day-to-day existence of sister helen and the various residents of the home . 
objective	after leoncio 's death , robert feels terribly sorry for annie especially when he discovers that she is suffering from schizophrenia . 
objective	rocha 's years of exile in cuba ( 1971-72 ) , coincided with a period of great cultural ferment and debate about the roles of the arts in the social and political revolutions of latin america and the third world . 
subjective	what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map . 
subjective	for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york , i was entranced . 
objective	then there is the unshakable guilt over his past . 
objective	there is the mother and the father , who do n't seem to have a normal marriage anymore , there 's the daughter , lena , who has a disease and will soon leave the house for medical treatment in switzerland , and her husband harry , who has a mysterious past . 
objective	the first : a flight from vancouver to halifax , where charlotte ( rebecca jenkins ) and cecil ( daniel macivor ) , two strangers , meet in seats 3a & # 38 ; 3c and fall in love . 
subjective	has the kitsch appeal of a farm implement on a restaurant wall , or an andy warhol mao poster : interesting , but not for its original purpose . 
objective	his emotionally wrenching and often humorous long first night back ends in a mutually relentless swordfight with his prospective brother-in-law that forces him into coming to terms with his loss . 
objective	unlike their sons , eddie and sean are immigrants , or children of immigrants , who have made peace with their unfulfilled dreams . 
subjective	there 's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it 's a movie that emphasizes style over character and substance . 
objective	then from 1983 to 1984 , the `` stander gang `` ( stander , alan heyl & # 38 ; patrick mccall ) rob as many as four banks a day . 
subjective	even people clueless about skateboarding can enjoy dogtown and z-boys . 
objective	the trail is strewn with corpses and everything points to them as the killers . 
subjective	a lot rides on coincidence . or fate . or the magic pull of the moon . it all makes sense in the end . 
objective	at the same time , gwen who writes for the college paper , is tasked with doing a story on him , but van is too busy partying to do that . 
subjective	a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . 
subjective	schM-
objective	neither juan antonio nor se & # 241 ; or maximiliano know what they are in for when the tables are turned by the sly carmen . 
subjective	makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place . 
objective	in the end , each must deal with the mysterious and , perhaps , scandalous reason their affair suddenly ended . 
subjective	it may not be `` last tango in paris `` but . . . 
subjective	worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees . 
subjective	it 's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn . 
subjective	essentially , noyce just wants to tell a good story , which he does . 
subjective	certain to be distasteful to children and adults alike , eight crazy nights is a total misfire . 
objective	in 1975 , as the vietnam war was ending , thousands of orphans and amerasian children were brought to the united states as part of `` operation babylift . `` 
subjective	there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject . 
subjective	a bigger holiday downer than your end-of-year 401 ( k ) statement . 
subjective	never rising above routine episodic storytelling , white oleander nonetheless retains something of its source novel 's ravaged emotional surface and cool , observant manner . 
objective	he 's confused , he 's hurt , and he does n't know what to do . 
subjective	it 's not hateful . it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical . 
objective	not only is his business booming , he is also hired by the governor to kill another inmate in return for an early release . 
subjective	so earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script . 
subjective	an experience so engrossing it is like being buried in a new environment . 
subjective	the latest vapid actor 's exercise to appropriate the structure of arthur schnitzler 's reigen . 
objective	through trial and failures , she teaches him to use the power of eternal souls to solve both his professional and personal problems . 
subjective	waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . 
objective	the war of the ring has now begun . . . 
objective	in 1968 poland expelled the last remaining jews from what once used to be the largest jewish settlement in the world , effectively ending over thousand year long history . 
objective	in awe of seductive club singer velma kelly ( who is subsequantly arrested for the murder of her husband and sister - after discovering their affair ) , roxie meets fred cassely a man who convinces her he can 'make her showbiz career take off ' . 
subjective	what should have been an entertaining cinematic souvenir solely for wilco fans ended up becoming a smart , involving , and occasionally infuriating film 
subjective	a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime . 
subjective	the people may be drawn comically , but the animals are rendered with skill and grace and the action scenes achieve true excitement . 
objective	as obi-wan 's investigations lead him to kamino , he finds a massive clone army being produced , with a bounty hunter - the last of the mandalorians - named jango fett as the master clone . 
subjective	this has to be one of the most bizarre love stories ever to be filmed , not since nine M-= weeks has anybody done this much pampering for his 'girlfriend ' . 
objective	a fish-out-of-water comedy about a talented street drummer from harlem who enrolls in a southern university , expecting to lead its marching band 's drumline to victory . 
subjective	has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller . 
subjective	the film 's sharp , often mischievous sense of humor will catch some off guard . . . 
subjective	a story full of surprises , defined by the use of interesting camera utilization and visual motifs . 
objective	the story captures the dilemma of gifted musicians turning music into a professional career without losing artistic integrity and soul . 
objective	but will 's drive for the brass ring hits a last-minute obstacle when his mistress suddenly vanishes - with the capital for his latest plans for expansion . 
objective	people often will blame the world for keeping them from being able to live their dreams . 
objective	postponing his desire to play basketball on the school team , steve finds an after-school job to support himself and pursues a relationship with the affluent but unhappy sally ( arielle paul ) . 
subjective	the movie is the strangest experience : a matter-of-fact thing that swallows you whole . 
objective	when he wakes up the morning after his bachelor party in bed with a strange woman ( stiles ) , a man ( lee ) presumes he must have cheated on his fiancee . 
subjective	a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . 
objective	meanwhile , on a distant planet , alien authorities have captured the most dangerous of all criminals and are sending him via rocket to a prison planet . 
subjective	the film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut . 
objective	as the girls begin to bond , laura gradually begins to find herself abandoning the safety of the fantasy and falling into her first real friendship . 
subjective	the uneven movie does have its charms and its funny moments but not quite enough of them . 
objective	but mathayus ends up getting much more than he bargained for . 
subjective	a compelling , moving film that respects its audience and its source material . 
subjective	whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place . 
objective	with no option , joe and katsuragi must use their martial arts skills to fight in the muscle dome . 
subjective	somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes . 
subjective	the real reason to see runteldat is to watch lawrence deploy his deep and wide powers of empathy to depict such diverse experiences as childbirth , breast-feeding and recovering from illness . 
subjective	rife with nutty cliches and far too much dialogue . 
subjective	the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics . 
subjective	the cast has a high time , but de broca has little enthusiasm for such antique pulp . 
objective	an enterprising jokester is a member of a local bowling club purely for the purpose of renting out his car park space to nearby workers . 
objective	they fool around for a while , but forget to get each other 's names down at the end of the night . 
objective	his two buddies , sean and tim never have trouble in that department , and they set out to help in their own way . 
objective	in a small fishing village an established fishmonger , davis , starts to have his supply bought from under him by new boy alan leech . 
subjective	with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path . 
subjective	cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want . . . but it 's still damn funny stuff . 
objective	the whole time your poison thoughts were running through it ! 
subjective	halloween : resurrection is surprisingly effective , especially the opening sequence featuring the showdown between laurie and michael . 
objective	ever since her new neighbor , mr . mackenheim , the former ruler of a distant alien planet , moved in , all the cats in the neighborhood have been disappearing . 
objective	but how shall they bring the news of failure to the grand councilwoman without being punished ? 
objective	one of the theives betrays his companions and swipes the gold for himself . 
subjective	so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along . 
objective	soon , he finds that his fellow patients are being murdered one by one . 
subjective	always destined to be measured against anthony asquith 's acclaimed 1952 screen adaptation . 
objective	the story encompasses social degradation , unemployment , racism , casual violence , excessive drink and bad sex - and how they fall into a political context . 
subjective	provides a porthole into that noble , trembling incoherence that defines us all . 
objective	as the death toll mounts , it falls to detective maria delgado - mistrusted outsider from madrid ( played by mira sorvino ) - to stop the bizarre killings . 
subjective	weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell . 
subjective	nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises . 
subjective	cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that 's not vintage spielberg and that , finally , is minimally satisfying . 
objective	she 's desperately on the prowl for a man , but since she 's more mouse than cat , she get 's herself into scrape after scrape in her screwball pursuit of love . 
